city_name,clouds,date,dew_point,dt,feels_like,humidity,pressure,rain_1h,rain_3h,snow_1h,sunrise,sunset,temp,uvi,visibility,weather_description,weather_icon,weather_id,weather_main,wind_deg,wind_gust,wind_speed
Shenzhen,20,2023-10-02,25.24,1696226400,39.68,65,1008,NA,NA,NA,1696198513,1696241481,32.68,NA,NA,few clouds,02d,801,Clouds,126,4.02,2.24
Shanghai,0,2023-10-02,12.63,1696226400,25.58,44,1016,NA,NA,NA,1696196868,1696239567,25.8,NA,10000,clear sky,01d,800,Clear,90,NA,4
Guangzhou,34,2023-10-02,26.26,1696226400,35.99,85,1011,1.59,NA,NA,1696198712,1696241663,29.04,NA,NA,moderate rain,10d,501,Rain,25,NA,2.03
Beijing,100,2023-10-02,9.02,1696226400,24.16,37,1016,NA,NA,NA,1696198244,1696240628,24.67,NA,NA,overcast clouds,04d,804,Clouds,210,NA,4.08
Shenzhen,45,2023-10-03,32.34,1696312800,39.52,99,1009,NA,NA,NA,1696284932,1696327822,32.52,NA,NA,scattered clouds,03d,802,Clouds,318,NA,1.48
Shanghai,75,2023-10-03,19.51,1696312800,24.44,76,1010,NA,NA,NA,1696283305,1696325891,24,NA,10000,broken clouds,04d,803,Clouds,40,NA,5
Guangzhou,32,2023-10-03,25.94,1696312800,40.99,63,1009,NA,NA,NA,1696285132,1696328003,33.99,NA,NA,scattered clouds,03d,802,Clouds,339,NA,1.96
Beijing,18,2023-10-03,12.97,1696312800,25.6,45,1013,NA,NA,NA,1696284703,1696326930,25.79,NA,NA,few clouds,02d,801,Clouds,199,NA,3.31
Shenzhen,19,2023-10-04,25.15,1696399200,40.72,61,1006,NA,NA,NA,1696371351,1696414164,33.72,NA,NA,few clouds,02d,801,Clouds,36,2.68,1.34
Shanghai,20,2023-10-04,19.77,1696399200,24.52,77,1010,NA,NA,NA,1696369742,1696412215,24.05,NA,10000,few clouds,02d,801,Clouds,10,NA,6
Guangzhou,26,2023-10-04,26.5,1696399200,41.02,65,1008,NA,NA,NA,1696371553,1696414344,34.02,NA,NA,scattered clouds,03d,802,Clouds,358,NA,2.39
Beijing,70,2023-10-04,4.92,1696399200,24.51,27,1020,NA,NA,NA,1696371161,1696413233,25.23,NA,NA,broken clouds,04d,803,Clouds,354,NA,3.26
Shenzhen,100,2023-10-05,22.61,1696485600,37.87,54,1005,NA,NA,NA,1696457770,1696500507,33.17,NA,NA,overcast clouds,04d,804,Clouds,55,3.58,1.34
Shanghai,0,2023-10-05,18.42,1696485600,24.31,71,1010,NA,NA,NA,1696456179,1696498540,24,NA,10000,clear sky,01d,800,Clear,50,NA,7
Guangzhou,97,2023-10-05,23.2,1696485600,36.17,62,1007,NA,NA,NA,1696457973,1696500685,31.36,NA,NA,overcast clouds,04d,804,Clouds,354,NA,5.84
Beijing,100,2023-10-05,1.37,1696485600,20.59,26,1023,NA,NA,NA,1696457620,1696499536,21.69,NA,NA,overcast clouds,04d,804,Clouds,210,NA,2.3
Shenzhen,75,2023-10-06,21.1,1696572000,34.46,54,1006,NA,NA,NA,1696544190,1696586850,31.54,NA,NA,broken clouds,04d,803,Clouds,10,2.68,0.89
Shanghai,20,2023-10-06,19.21,1696572000,24.31,75,1010,NA,NA,NA,1696542617,1696584865,23.91,NA,10000,few clouds,02d,801,Clouds,90,NA,4
Guangzhou,46,2023-10-06,21.51,1696572000,32.72,61,1008,NA,NA,NA,1696544394,1696587027,29.84,NA,NA,scattered clouds,03d,802,Clouds,352,NA,4.7
Beijing,96,2023-10-06,5.1,1696572000,22.32,31,1020,NA,NA,NA,1696544079,1696585839,23.14,NA,NA,overcast clouds,04d,804,Clouds,150,NA,1.14
Shenzhen,100,2023-10-07,20.56,1696658400,25.42,77,1006,1.17,NA,NA,1696630610,1696673193,24.87,NA,NA,moderate rain,10d,501,Rain,43,1.34,0.89
Shanghai,75,2023-10-07,15.5,1696658400,20.95,71,1019,0.22,NA,NA,1696629055,1696671190,20.95,NA,10000,light rain,10d,500,Rain,50,NA,9
Guangzhou,100,2023-10-07,19.43,1696658400,25.46,71,1010,0.26,NA,NA,1696630815,1696673369,25.05,NA,NA,light rain,10d,500,Rain,358,NA,5.74
Beijing,51,2023-10-07,9.91,1696658400,22.67,43,1020,NA,NA,NA,1696630538,1696672143,23.17,NA,NA,broken clouds,04d,803,Clouds,191,NA,3.36
Shenzhen,100,2023-10-08,20.18,1696744800,22.15,92,1007,1.27,NA,NA,1696717031,1696759537,21.54,NA,NA,moderate rain,10d,501,Rain,125,3.58,1.34
Shanghai,20,2023-10-08,19.37,1696744800,24.29,76,1010,NA,NA,NA,1696715493,1696757516,23.86,NA,10000,few clouds,02d,801,Clouds,360,NA,4
Guangzhou,100,2023-10-08,19.93,1696744800,23.3,84,1011,2.65,NA,NA,1696717237,1696759712,22.77,NA,NA,moderate rain,10d,501,Rain,359,NA,6.87
Beijing,42,2023-10-08,10.37,1696744800,21.01,49,1019,NA,NA,NA,1696716998,1696758448,21.52,NA,NA,scattered clouds,03d,802,Clouds,322,NA,0.7
Shenzhen,100,2023-10-09,21.21,1696831200,22.47,97,1012,16,NA,NA,1696803452,1696845881,21.71,NA,NA,heavy intensity rain,10d,502,Rain,74,1.34,0.89
Shanghai,40,2023-10-09,19.9,1696831200,24.25,79,1010,NA,NA,NA,1696801932,1696843843,23.76,NA,10000,scattered clouds,03d,802,Clouds,10,NA,4
Guangzhou,100,2023-10-09,19.78,1696831200,21.87,91,1014,1.54,NA,NA,1696803659,1696846055,21.31,NA,NA,moderate rain,10d,501,Rain,26,NA,4.13
Beijing,91,2023-10-09,7.58,1696831200,22.37,37,1023,NA,NA,NA,1696803458,1696844753,23.04,NA,NA,overcast clouds,04d,804,Clouds,10,NA,4.46
Shenzhen,100,2023-10-10,21.65,1696917600,26.23,79,1013,NA,NA,NA,1696889873,1696932226,25.56,NA,NA,overcast clouds,04d,804,Clouds,53,0.89,0.45
Shanghai,0,2023-10-10,19.04,1696917600,24.34,74,1010,NA,NA,NA,1696888371,1696930170,23.96,NA,10000,clear sky,01d,800,Clear,20,NA,5
Guangzhou,100,2023-10-10,21.75,1696917600,24.78,87,1015,0.63,NA,NA,1696890082,1696932399,24.05,NA,NA,light rain,10d,500,Rain,34,NA,4.55
Beijing,10,2023-10-10,8.2,1696917600,22.68,38,1024,NA,NA,NA,1696889918,1696931059,23.3,NA,NA,clear sky,01d,800,Clear,168,NA,1.34
Shenzhen,94,2023-10-11,21.3,1697004000,29.62,69,1015,NA,NA,NA,1696976295,1697018572,27.5,NA,NA,overcast clouds,04d,804,Clouds,119,1.34,0.89
Shanghai,57,2023-10-11,18.84,1697004000,23.9,75,1010,NA,NA,NA,1696974810,1697016498,23.53,NA,NA,broken clouds,04d,803,Clouds,19,NA,3.32
Guangzhou,59,2023-10-11,20.73,1697004000,26.5,73,1017,NA,NA,NA,1696976504,1697018744,25.94,NA,NA,broken clouds,04d,803,Clouds,18,NA,4.24
Beijing,1,2023-10-11,10.28,1697004000,23.12,43,1025,NA,NA,NA,1696976379,1697017366,23.58,NA,NA,clear sky,01d,800,Clear,200,NA,2.74
Shenzhen,93,2023-10-12,21.36,1697090400,31.05,65,1015,NA,NA,NA,1697062717,1697104918,28.58,NA,NA,overcast clouds,04d,804,Clouds,108,1.34,0.45
Shanghai,75,2023-10-12,19.58,1697090400,24.31,77,1010,0.28,NA,NA,1697061250,1697102826,23.86,NA,10000,light rain,10d,500,Rain,20,NA,6
Guangzhou,100,2023-10-12,21.34,1697090400,31.69,63,1016,NA,NA,NA,1697062928,1697105089,29.1,NA,NA,overcast clouds,04d,804,Clouds,6,NA,2
Beijing,100,2023-10-12,11.31,1697090400,17.29,66,1024,NA,NA,NA,1697062840,1697103673,17.74,NA,NA,overcast clouds,04d,804,Clouds,183,NA,1.74
Shenzhen,96,2023-10-13,20.67,1697176800,32.83,56,1013,NA,NA,NA,1697149140,1697191265,30.43,NA,NA,overcast clouds,04d,804,Clouds,189,2.24,0.89
Shanghai,100,2023-10-13,19.08,1697176800,20.12,97,1017,0.13,NA,NA,1697147690,1697189156,19.57,NA,7000,light rain,10d,500,Rain,360,NA,4
Guangzhou,100,2023-10-13,19.97,1697176800,30.2,60,1015,NA,NA,NA,1697149351,1697191434,28.49,NA,NA,overcast clouds,04d,804,Clouds,24,NA,3.3
Beijing,28,2023-10-13,9.65,1697176800,21.2,46,1016,NA,NA,NA,1697149302,1697189981,21.77,NA,NA,scattered clouds,03d,802,Clouds,338,NA,2.79
Shenzhen,39,2023-10-14,18.86,1697263200,32.91,47,1010,NA,NA,NA,1697235563,1697277612,31.54,NA,NA,scattered clouds,03d,802,Clouds,19,1.34,0.89
Shanghai,0,2023-10-14,18.91,1697263200,24.42,73,1010,NA,NA,NA,1697234131,1697275486,24.05,NA,10000,clear sky,01d,800,Clear,300,NA,4
Guangzhou,100,2023-10-14,19.28,1697263200,31.37,53,1012,NA,NA,NA,1697235776,1697277781,29.89,NA,NA,overcast clouds,04d,804,Clouds,11,NA,3.4
Beijing,0,2023-10-14,2.89,1697263200,22.56,26,1012,NA,NA,NA,1697235763,1697276290,23.48,NA,NA,clear sky,01d,800,Clear,258,NA,1.12
Shenzhen,100,2023-10-15,20.95,1697349600,33.03,57,1010,NA,NA,NA,1697321986,1697363960,30.43,NA,NA,overcast clouds,04d,804,Clouds,59,3.13,1.34
Shanghai,0,2023-10-15,17.56,1697349600,25.57,62,1012,0.13,NA,NA,1697320572,1697361816,25.36,NA,10000,light rain,10d,500,Rain,290,NA,5
Guangzhou,50,2023-10-15,19.65,1697349600,30.97,56,1013,NA,NA,NA,1697322200,1697364128,29.34,NA,NA,scattered clouds,03d,802,Clouds,38,NA,3.24
Beijing,0,2023-10-15,3.16,1697349600,22.9,26,1015,NA,NA,NA,1697322226,1697362599,23.79,NA,NA,clear sky,01d,800,Clear,59,NA,3.09
Shenzhen,62,2023-10-16,20.55,1697436000,31.89,58,1013,NA,NA,NA,1697408410,1697450309,29.69,NA,NA,broken clouds,04d,803,Clouds,143,4.02,2.24
Shanghai,0,2023-10-16,15.9,1697436000,25.65,55,1014,NA,NA,NA,1697407013,1697448148,25.6,NA,10000,clear sky,01d,800,Clear,10,NA,4
Guangzhou,4,2023-10-16,18.59,1697436000,31.29,50,1014,NA,NA,NA,1697408625,1697450476,30.16,NA,NA,clear sky,01d,800,Clear,56,NA,3.33
Beijing,0,2023-10-16,5.92,1697436000,19.86,38,1020,NA,NA,NA,1697408688,1697448910,20.74,NA,NA,clear sky,01d,800,Clear,199,NA,2.38
Shenzhen,67,2023-10-17,26.18,1697522400,32.34,93,1015,NA,NA,NA,1697494835,1697536659,27.41,NA,NA,broken clouds,04d,803,Clouds,74,NA,5.08
Shanghai,29,2023-10-17,17.36,1697522400,25.61,61,1014,NA,NA,NA,1697493455,1697534480,25.42,NA,8000,scattered clouds,03d,802,Clouds,0,NA,2
Guangzhou,53,2023-10-17,17.59,1697522400,30.07,49,1015,NA,NA,NA,1697495051,1697536824,29.41,NA,NA,broken clouds,04d,803,Clouds,65,NA,3.44
Beijing,100,2023-10-17,7.94,1697522400,21.06,41,1015,NA,NA,NA,1697495151,1697535221,21.76,NA,NA,overcast clouds,04d,804,Clouds,195,NA,2.87
Shenzhen,100,2023-10-18,20.89,1697608800,24.38,84,1013,0.29,NA,NA,1697581260,1697623009,23.76,NA,NA,light rain,10d,500,Rain,105,3.13,1.34
Shanghai,0,2023-10-18,16.51,1697608800,25.77,57,1013,NA,NA,NA,1697579897,1697620813,25.66,NA,10000,clear sky,01d,800,Clear,160,NA,5
Guangzhou,99,2023-10-18,21.34,1697608800,25.47,81,1015,0.23,NA,NA,1697581477,1697623174,24.82,NA,NA,light rain,10d,500,Rain,64,NA,1.94
Beijing,100,2023-10-18,2.88,1697608800,21.88,27,1017,NA,NA,NA,1697581615,1697621533,22.84,NA,NA,overcast clouds,04d,804,Clouds,328,NA,3.32
Shenzhen,100,2023-10-19,23.44,1697695200,26.67,87,1012,0.86,NA,NA,1697667685,1697709361,25.77,NA,NA,light rain,10d,500,Rain,78,1.34,0.45
Shanghai,0,2023-10-19,12.55,1697695200,27.4,39,1014,NA,NA,NA,1697666340,1697707147,27.76,NA,10000,clear sky,01d,800,Clear,0,NA,2
Guangzhou,100,2023-10-19,23.61,1697695200,25.96,92,1014,1.77,NA,NA,1697667904,1697709524,25,NA,NA,moderate rain,10d,501,Rain,79,NA,3.28
Beijing,0,2023-10-19,-2.96,1697695200,18.95,20,1021,NA,NA,NA,1697668078,1697707846,20.34,NA,NA,clear sky,01d,800,Clear,340,NA,5.17
Shenzhen,100,2023-10-20,23.3,1697781600,26.33,88,1013,0.51,NA,NA,1697754111,1697795713,25.43,NA,NA,light rain,10d,500,Rain,123,2.24,0.89
Shanghai,75,2023-10-20,9.31,1697781600,19.74,49,1022,NA,NA,NA,1697752783,1697793482,20.37,NA,10000,broken clouds,04d,803,Clouds,10,NA,7
Guangzhou,100,2023-10-20,20.87,1697781600,24.35,84,1016,0.22,NA,NA,1697754331,1697795875,23.73,NA,NA,light rain,10d,500,Rain,12,NA,5.32
Beijing,0,2023-10-20,-3.62,1697781600,17.12,21,1024,NA,NA,NA,1697754543,1697794160,18.65,NA,NA,clear sky,01d,800,Clear,266,NA,3.14
Shenzhen,98,2023-10-21,17.83,1697868000,22.96,74,1018,NA,NA,NA,1697840538,1697882066,22.7,NA,NA,overcast clouds,04d,804,Clouds,21,NA,5.07
Shanghai,0,2023-10-21,12.86,1697868000,22.05,55,1016,NA,NA,NA,1697839227,1697879818,22.33,NA,10000,clear sky,01d,800,Clear,320,NA,3
Guangzhou,100,2023-10-21,14.99,1697868000,19.09,77,1020,NA,NA,NA,1697840758,1697882227,19.11,NA,NA,overcast clouds,04d,804,Clouds,357,NA,5.49
Beijing,0,2023-10-21,-0.9,1697868000,21.19,21,1021,NA,NA,NA,1697841007,1697880475,22.35,NA,NA,clear sky,01d,800,Clear,209,NA,2.63
Shenzhen,98,2023-10-22,21.1,1697954400,26.26,76,1016,NA,NA,NA,1697926965,1697968420,25.65,NA,NA,overcast clouds,04d,804,Clouds,338,2.68,1.79
Shanghai,0,2023-10-22,11.68,1697954400,22.58,49,1022,NA,NA,NA,1697925671,1697966155,22.95,NA,10000,clear sky,01d,800,Clear,160,NA,3
Guangzhou,99,2023-10-22,17.67,1697954400,23.45,71,1019,NA,NA,NA,1697927186,1697968580,23.22,NA,NA,overcast clouds,04d,804,Clouds,7,NA,3.85
Beijing,0,2023-10-22,4.05,1697954400,22.13,29,1018,NA,NA,NA,1697927472,1697966791,23.02,NA,NA,clear sky,01d,800,Clear,155,NA,1.42
Shenzhen,36,2023-10-23,22.06,1698040800,33.18,63,1014,NA,NA,NA,1698013392,1698054775,29.87,NA,NA,scattered clouds,03d,802,Clouds,359,2.24,0.89
Shanghai,0,2023-10-23,17.06,1698040800,24.99,62,1014,NA,NA,NA,1698012116,1698052492,24.83,NA,10000,clear sky,01d,800,Clear,190,NA,3
Guangzhou,31,2023-10-23,20.8,1698040800,30.01,65,1016,NA,NA,NA,1698013615,1698054933,27.99,NA,NA,scattered clouds,03d,802,Clouds,34,NA,2.29
Beijing,29,2023-10-23,7.81,1698040800,20.49,42,1014,NA,NA,NA,1698013937,1698053108,21.22,NA,NA,scattered clouds,03d,802,Clouds,176,NA,2.03
Shenzhen,21,2023-10-24,30.21,1698127200,37.39,99,1015,NA,NA,NA,1698099821,1698141130,30.39,NA,NA,few clouds,02d,801,Clouds,75,NA,2.4
Shanghai,0,2023-10-24,18.58,1698127200,26.45,62,1013,NA,NA,NA,1698098561,1698138831,26.45,NA,10000,clear sky,01d,800,Clear,0,NA,4
Guangzhou,31,2023-10-24,22.81,1698127200,36.35,59,1015,NA,NA,NA,1698100044,1698141288,31.81,NA,NA,scattered clouds,03d,802,Clouds,80,NA,1.58
Beijing,0,2023-10-24,9.62,1698127200,23.98,39,1013,NA,NA,NA,1698100403,1698139426,24.46,NA,NA,clear sky,01d,800,Clear,169,NA,1.41
Shenzhen,56,2023-10-25,22.99,1698213600,34.19,66,1013,NA,NA,NA,1698186249,1698227487,30.04,NA,NA,broken clouds,04d,803,Clouds,210,4.02,1.34
Shanghai,0,2023-10-25,17.54,1698213600,25.55,62,1013,NA,NA,NA,1698185007,1698225171,25.34,NA,10000,clear sky,01d,800,Clear,0,NA,1
Guangzhou,86,2023-10-25,23.68,1698213600,38.15,60,1014,NA,NA,NA,1698186474,1698227644,32.45,NA,NA,overcast clouds,04d,804,Clouds,90,NA,0.99
Beijing,0,2023-10-25,7.87,1698213600,26.68,29,1012,NA,NA,NA,1698186869,1698225745,27.47,NA,NA,clear sky,01d,800,Clear,262,NA,0.79
Shenzhen,10,2023-10-26,22.06,1698300000,33.89,61,1013,NA,NA,NA,1698272678,1698313845,30.43,NA,NA,clear sky,01d,800,Clear,135,2.68,2.24
Shanghai,0,2023-10-26,9.54,1698300000,26.38,34,1016,NA,NA,NA,1698271452,1698311512,26.68,NA,10000,clear sky,01d,800,Clear,0,NA,2
Guangzhou,20,2023-10-26,22.99,1698300000,36.03,61,1014,NA,NA,NA,1698272904,1698314000,31.42,NA,NA,few clouds,02d,801,Clouds,142,NA,1.68
Beijing,0,2023-10-26,-0.16,1698300000,20.7,23,1021,NA,NA,NA,1698273336,1698312066,21.86,NA,NA,clear sky,01d,800,Clear,184,NA,2.92
Shenzhen,38,2023-10-27,24.25,1698386400,34.41,74,1011,NA,NA,NA,1698359108,1698400203,29.37,NA,NA,scattered clouds,03d,802,Clouds,77,1.34,0.45
Shanghai,20,2023-10-27,19.13,1698386400,24.44,74,1010,NA,NA,NA,1698357899,1698397854,24.05,NA,10000,few clouds,02d,801,Clouds,40,NA,4
Guangzhou,49,2023-10-27,22.45,1698386400,32.97,66,1013,NA,NA,NA,1698359335,1698400358,29.47,NA,NA,scattered clouds,03d,802,Clouds,130,NA,0.76
Beijing,0,2023-10-27,6.31,1698386400,21.74,35,1015,NA,NA,NA,1698359802,1698398387,22.52,NA,NA,clear sky,01d,800,Clear,178,NA,2.06
Shenzhen,84,2023-10-28,23,1698472800,30.64,76,1012,NA,NA,NA,1698445538,1698486563,27.61,NA,NA,broken clouds,04d,803,Clouds,182,3.58,1.79
Shanghai,0,2023-10-28,14.3,1698472800,23.76,55,1013,NA,NA,NA,1698444346,1698484197,23.88,NA,10000,clear sky,01d,800,Clear,80,NA,2
Guangzhou,86,2023-10-28,23.07,1698472800,31.89,73,1014,NA,NA,NA,1698445766,1698486717,28.38,NA,NA,overcast clouds,04d,804,Clouds,58,NA,1.4
Beijing,0,2023-10-28,9.14,1698472800,20.96,45,1016,NA,NA,NA,1698446270,1698484710,21.57,NA,NA,clear sky,01d,800,Clear,121,NA,1.5
Shenzhen,100,2023-10-29,21.48,1698559200,29.62,70,1014,NA,NA,NA,1698531969,1698572924,27.44,NA,NA,overcast clouds,04d,804,Clouds,129,2.68,0.89
Shanghai,0,2023-10-29,16.36,1698559200,24.44,61,1014,NA,NA,NA,1698530793,1698570541,24.36,NA,10000,clear sky,01d,800,Clear,160,NA,4
Guangzhou,100,2023-10-29,22.24,1698559200,26.5,81,1016,NA,NA,NA,1698532198,1698573077,25.75,NA,NA,overcast clouds,04d,804,Clouds,16,NA,2.36
Beijing,0,2023-10-29,13.09,1698559200,20.1,63,1015,NA,NA,NA,1698532737,1698571034,20.36,NA,NA,clear sky,01d,800,Clear,152,NA,1.36
Shenzhen,32,2023-10-30,20.92,1698645600,30.57,64,1016,NA,NA,NA,1698618401,1698659286,28.39,NA,NA,scattered clouds,03d,802,Clouds,25,NA,2.62
Shanghai,0,2023-10-30,19.06,1698645600,24.58,73,1010,NA,NA,NA,1698617241,1698656887,24.2,NA,10000,clear sky,01d,800,Clear,150,NA,2
Guangzhou,39,2023-10-30,20.91,1698645600,31.2,62,1017,NA,NA,NA,1698618631,1698659437,28.92,NA,NA,scattered clouds,03d,802,Clouds,25,NA,2.82
Beijing,32,2023-10-30,11.69,1698645600,21.93,51,1017,NA,NA,NA,1698619205,1698657360,22.31,NA,NA,scattered clouds,03d,802,Clouds,89,NA,2.37
Shenzhen,28,2023-10-31,28.43,1698732000,35.6,99,1017,NA,NA,NA,1698704832,1698745649,28.6,NA,NA,scattered clouds,03d,802,Clouds,55,NA,2.85
Shanghai,0,2023-10-31,12.27,1698732000,26.59,41,1021,NA,NA,NA,1698703689,1698743233,26.59,NA,10000,clear sky,01d,800,Clear,220,NA,3
Guangzhou,48,2023-10-31,19.66,1698732000,31.33,55,1018,NA,NA,NA,1698705063,1698745799,29.66,NA,NA,scattered clouds,03d,802,Clouds,37,NA,2.88
Beijing,0,2023-10-31,12.93,1698732000,21.25,58,1013,NA,NA,NA,1698705673,1698743686,21.53,NA,NA,clear sky,01d,800,Clear,152,NA,1.68
Shenzhen,2,2023-11-01,27.88,1698818400,35.95,94,1016,NA,NA,NA,1698791265,1698832013,28.95,NA,NA,clear sky,01d,800,Clear,38,NA,2.39
Shanghai,0,2023-11-01,10.69,1698818400,27.3,34,1019,NA,NA,NA,1698790137,1698829581,28,NA,10000,clear sky,01d,800,Clear,210,NA,4
Guangzhou,19,2023-11-01,19.52,1698818400,31.78,53,1017,NA,NA,NA,1698791497,1698832162,30.15,NA,NA,few clouds,02d,801,Clouds,24,NA,1.35
Beijing,0,2023-11-01,13.32,1698818400,23.22,53,1012,NA,NA,NA,1698792141,1698830015,23.44,NA,NA,clear sky,01d,800,Clear,155,NA,2.5
Shenzhen,62,2023-11-02,21.6,1698904800,31.86,64,1013,NA,NA,NA,1698877698,1698918378,29.1,NA,NA,broken clouds,04d,803,Clouds,94,NA,1.87
Shanghai,0,2023-11-02,12.35,1698904800,26.68,41,1015,NA,NA,NA,1698876586,1698915930,26.68,NA,10000,clear sky,01d,800,Clear,170,NA,5
Guangzhou,35,2023-11-02,20.94,1698904800,31.94,60,1014,NA,NA,NA,1698877931,1698918526,29.52,NA,NA,scattered clouds,03d,802,Clouds,192,NA,0.76
Beijing,36,2023-11-02,13.44,1698904800,19.76,66,1007,NA,NA,NA,1698878610,1698916344,19.98,NA,NA,scattered clouds,03d,802,Clouds,190,NA,1.77
Shenzhen,17,2023-11-03,22.1,1698991200,32.21,66,1010,NA,NA,NA,1698964131,1699004744,29.1,NA,NA,few clouds,02d,801,Clouds,166,3.13,0.89
Shanghai,0,2023-11-03,12.06,1698991200,27.56,37,1013,NA,NA,NA,1698963036,1699002281,28.11,NA,10000,clear sky,01d,800,Clear,0,NA,1
Guangzhou,44,2023-11-03,23.61,1698991200,34.61,69,1012,NA,NA,NA,1698964365,1699004892,29.92,NA,NA,scattered clouds,03d,802,Clouds,170,NA,1.8
Beijing,94,2023-11-03,3.73,1698991200,15.51,42,1019,NA,NA,NA,1698965079,1699002675,16.69,NA,NA,overcast clouds,04d,804,Clouds,183,NA,4.36
Shenzhen,1,2023-11-04,21.55,1699077600,32.46,62,1011,NA,NA,NA,1699050565,1699091112,29.6,NA,NA,clear sky,01d,800,Clear,85,1.34,0.45
Shanghai,0,2023-11-04,22.88,1699077600,26.62,84,1014,1.3,NA,NA,1699049485,1699088632,25.79,NA,10000,moderate rain,10d,501,Rain,200,NA,2
Guangzhou,23,2023-11-04,21.99,1699077600,33.73,61,1013,NA,NA,NA,1699050800,1699091258,30.35,NA,NA,few clouds,02d,801,Clouds,154,NA,1.7
Beijing,80,2023-11-04,8.7,1699077600,15.24,62,1020,NA,NA,NA,1699051548,1699089007,15.97,NA,NA,broken clouds,04d,803,Clouds,174,NA,1.3
Shenzhen,44,2023-11-05,29.57,1699164000,36.74,99,1013,NA,NA,NA,1699137000,1699177480,29.74,NA,NA,scattered clouds,03d,802,Clouds,146,NA,2.36
Shanghai,40,2023-11-05,19.79,1699164000,30.54,58,1009,NA,NA,NA,1699135935,1699174985,28.88,NA,10000,scattered clouds,03d,802,Clouds,180,NA,7
Guangzhou,73,2023-11-05,21.77,1699164000,33.99,59,1013,NA,NA,NA,1699137236,1699177626,30.7,NA,NA,broken clouds,04d,803,Clouds,179,NA,2.87
Beijing,100,2023-11-05,9.16,1699164000,9.9,92,1016,0.39,NA,NA,1699138017,1699175341,10.4,NA,NA,light rain,10d,500,Rain,26,NA,2.35
Shenzhen,29,2023-11-06,21.4,1699250400,34.71,55,1012,NA,NA,NA,1699223435,1699263850,31.54,NA,NA,scattered clouds,03d,802,Clouds,123,5.36,2.24
Shanghai,0,2023-11-06,4.09,1699250400,17.16,39,1019,NA,NA,NA,1699222386,1699261340,18.26,NA,10000,clear sky,01d,800,Clear,280,NA,6
Guangzhou,28,2023-11-06,19.83,1699250400,30.94,57,1015,NA,NA,NA,1699223672,1699263995,29.22,NA,NA,scattered clouds,03d,802,Clouds,15,NA,5.66
Beijing,0,2023-11-06,-6.59,1699250400,5.09,32,1016,NA,NA,NA,1699224487,1699261676,8.3,NA,NA,clear sky,01d,800,Clear,314,NA,5.98
Shenzhen,92,2023-11-07,21.85,1699336800,29.99,71,1014,NA,NA,NA,1699309870,1699350221,27.58,NA,NA,overcast clouds,04d,804,Clouds,122,3.58,1.34
Shanghai,0,2023-11-07,-2.06,1699336800,17.16,24,1022,NA,NA,NA,1699308836,1699347695,18.62,NA,10000,clear sky,01d,800,Clear,0,NA,1
Guangzhou,46,2023-11-07,18.44,1699336800,28.77,57,1016,NA,NA,NA,1699310108,1699350365,27.73,NA,NA,scattered clouds,03d,802,Clouds,60,NA,2.78
Beijing,74,2023-11-07,-2.55,1699336800,8.99,38,1019,NA,NA,NA,1699310956,1699348013,10.86,NA,NA,broken clouds,04d,803,Clouds,173,NA,2.49
Shenzhen,100,2023-11-08,21.37,1699423200,26.15,75,1013,NA,NA,NA,1699396306,1699436593,26.15,NA,NA,overcast clouds,04d,804,Clouds,119,2.68,0.45
Shanghai,0,2023-11-08,19.09,1699423200,23.97,76,1010,NA,NA,NA,1699395287,1699434053,23.57,NA,10000,clear sky,01d,800,Clear,190,NA,5
Guangzhou,100,2023-11-08,20.38,1699423200,26.53,69,1014,NA,NA,NA,1699396545,1699436736,26.53,NA,NA,overcast clouds,04d,804,Clouds,124,NA,3.35
Beijing,39,2023-11-08,0.05,1699423200,12.2,39,1015,NA,NA,NA,1699397426,1699434352,13.75,NA,NA,scattered clouds,03d,802,Clouds,82,NA,1.65
Shenzhen,66,2023-11-09,22.73,1699509600,31.12,73,1012,NA,NA,NA,1699482742,1699522967,28.02,NA,NA,broken clouds,04d,803,Clouds,132,1.34,0.89
Shanghai,100,2023-11-09,20.03,1699509600,24,81,1010,0.13,NA,NA,1699481739,1699520411,23.48,NA,7000,light rain,10d,500,Rain,90,NA,1
Guangzhou,47,2023-11-09,22.55,1699509600,31.08,72,1014,0.29,NA,NA,1699482982,1699523109,28.07,NA,NA,light rain,10d,500,Rain,154,NA,3.32
Beijing,0,2023-11-09,-13.05,1699509600,4.56,19,1028,NA,NA,NA,1699483896,1699520692,7.54,NA,NA,clear sky,01d,800,Clear,338,NA,4.88
Shenzhen,57,2023-11-10,24.39,1699596000,32.15,81,1013,2.79,NA,NA,1699569179,1699609342,27.96,NA,NA,moderate rain,10d,501,Rain,102,0.89,0.45
Shanghai,100,2023-11-10,12.62,1699596000,14.23,89,1026,NA,NA,NA,1699568190,1699606771,14.41,NA,NA,overcast clouds,04d,804,Clouds,13,NA,5.83
Guangzhou,69,2023-11-10,24.12,1699596000,34.43,73,1015,NA,NA,NA,1699569420,1699609483,29.47,NA,NA,broken clouds,04d,803,Clouds,357,NA,1.11
Beijing,45,2023-11-10,-11.61,1699596000,4.88,26,1035,NA,NA,NA,1699570366,1699607033,4.88,NA,NA,scattered clouds,03d,802,Clouds,40,NA,0.64
