city_name,clouds,date,dew_point,dt,feels_like,humidity,pressure,rain_1h,rain_3h,snow_1h,sunrise,sunset,temp,uvi,visibility,weather_description,weather_icon,weather_id,weather_main,wind_deg,wind_gust,wind_speed
Shenzhen,100,2023-01-01,8.58,1672552800,16.42,57,1022,NA,NA,NA,1672527815,1672566607,17.16,NA,NA,overcast clouds,04d,804,Clouds,349,0,3.9
Shanghai,0,2023-01-01,0.01,1672552800,9.94,50,1023,NA,NA,NA,1672527159,1672563703,9.94,NA,10000,clear sky,01d,800,Clear,0,0,1
Guangzhou,99,2023-01-01,8.8,1672552800,16.68,57,1023,NA,NA,NA,1672528077,1672566728,17.4,NA,NA,overcast clouds,04d,804,Clouds,14,NA,3.58
Beijing,79,2023-01-01,-11.33,1672552800,2.03,28,1035,NA,NA,NA,1672529753,1672563548,4.18,NA,NA,broken clouds,04d,803,Clouds,60,NA,2.39
Shenzhen,97,2023-01-02,11.46,1672639200,20.1,56,1021,NA,NA,NA,1672614233,1672653044,20.53,NA,NA,overcast clouds,04d,804,Clouds,324,0,2.4
Shanghai,75,2023-01-02,2.12,1672639200,7.03,63,1031,0.25,NA,NA,1672613572,1672650145,8.77,NA,7000,light rain,10d,500,Rain,50,0,3
Guangzhou,70,2023-01-02,10.31,1672639200,18.17,58,1023,NA,NA,NA,1672614494,1672653165,18.73,NA,NA,broken clouds,04d,803,Clouds,15,NA,5.15
Beijing,4,2023-01-02,-10.21,1672639200,2.44,35,1036,NA,NA,NA,1672616160,1672649996,2.44,NA,NA,clear sky,01d,800,Clear,79,NA,0.69
Shenzhen,100,2023-01-03,13.68,1672725600,20.03,66,1017,NA,NA,NA,1672700650,1672739482,20.23,NA,NA,overcast clouds,04d,804,Clouds,10,0,5
Shanghai,0,2023-01-03,-2.44,1672725600,8.02,43,1031,NA,NA,NA,1672699984,1672736588,9.16,NA,10000,clear sky,01d,800,Clear,3,NA,2.24
Guangzhou,98,2023-01-03,9.84,1672725600,16.31,63,1024,NA,NA,NA,1672700911,1672739603,16.92,NA,NA,overcast clouds,04d,804,Clouds,6,NA,4.58
Beijing,11,2023-01-03,-11.9,1672725600,-0.16,32,1030,NA,NA,NA,1672702566,1672736445,1.58,NA,NA,few clouds,02d,801,Clouds,146,NA,1.64
Shenzhen,44,2023-01-04,12.02,1672812000,19.1,62,1022,NA,NA,NA,1672787066,1672825921,19.48,NA,NA,scattered clouds,03d,802,Clouds,358,0,3.5
Shanghai,0,2023-01-04,-2.83,1672812000,8.61,38,1028,NA,NA,NA,1672786394,1672823032,10.51,NA,10000,clear sky,01d,800,Clear,130,9,4
Guangzhou,93,2023-01-04,11.46,1672812000,18.2,63,1023,NA,NA,NA,1672787326,1672826042,18.64,NA,NA,overcast clouds,04d,804,Clouds,11,NA,2.88
Beijing,0,2023-01-04,-9.39,1672812000,2.73,33,1030,NA,NA,NA,1672788969,1672822896,4.3,NA,NA,clear sky,01d,800,Clear,148,NA,1.84
Shenzhen,28,2023-01-05,13.99,1672898400,21.94,60,1022,NA,NA,NA,1672873481,1672912359,22.11,NA,NA,scattered clouds,03d,802,Clouds,316,0,1.9
Shanghai,40,2023-01-05,4.13,1672898400,11.45,56,1027,NA,NA,NA,1672872803,1672909477,12.67,NA,9999,scattered clouds,03d,802,Clouds,170,0,3
Guangzhou,18,2023-01-05,13.83,1672898400,22.04,59,1022,NA,NA,NA,1672873741,1672912481,22.22,NA,NA,few clouds,02d,801,Clouds,16,NA,3.58
Beijing,0,2023-01-05,-6.73,1672898400,1.83,44,1028,NA,NA,NA,1672875369,1672909349,3.53,NA,NA,clear sky,01d,800,Clear,157,NA,1.85
Shenzhen,48,2023-01-06,14.28,1672984800,24.37,53,1015,NA,NA,NA,1672959894,1672998799,24.48,NA,NA,scattered clouds,03d,802,Clouds,352,0,5.6
Shanghai,0,2023-01-06,1.67,1672984800,11.92,45,1023,NA,NA,NA,1672959210,1672995923,13.35,NA,7000,haze,50d,721,Haze,290,0,5
Guangzhou,77,2023-01-06,12.06,1672984800,22.37,51,1023,NA,NA,NA,1672960153,1672998921,22.71,NA,NA,broken clouds,04d,803,Clouds,14,NA,5.56
Beijing,0,2023-01-06,-10.98,1672984800,6.39,21,1020,NA,NA,NA,1672961768,1672995803,8.82,NA,NA,clear sky,01d,800,Clear,311,NA,4.34
Shenzhen,73,2023-01-07,9.57,1673071200,22.65,42,1019,NA,NA,NA,1673046306,1673085239,23.18,NA,NA,broken clouds,04d,803,Clouds,120,0,3
Shanghai,0,2023-01-07,1.01,1673071200,12.97,40,1023,NA,NA,NA,1673045615,1673082369,14.43,NA,6000,haze,50d,721,Haze,200,0,2
Guangzhou,2,2023-01-07,10.43,1673071200,22.9,44,1019,NA,NA,NA,1673046565,1673085361,23.36,NA,NA,clear sky,01d,800,Clear,34,NA,2.31
Beijing,51,2023-01-07,-13.06,1673071200,5.87,20,1020,NA,NA,NA,1673048165,1673082258,6.78,NA,NA,broken clouds,04d,803,Clouds,76,NA,1.59
Shenzhen,93,2023-01-08,9.79,1673157600,19.98,50,1019,NA,NA,NA,1673132717,1673171679,20.56,NA,NA,overcast clouds,04d,804,Clouds,86,0,4.5
Shanghai,0,2023-01-08,3.89,1673157600,14.6,45,1020,NA,NA,NA,1673132019,1673168817,15.79,NA,10000,clear sky,01d,800,Clear,170,0,5
Guangzhou,97,2023-01-08,12.35,1673157600,19.49,62,1019,NA,NA,NA,1673132975,1673171802,19.83,NA,NA,overcast clouds,04d,804,Clouds,21,NA,3.17
Beijing,0,2023-01-08,-7.77,1673157600,9.52,23,1022,NA,NA,NA,1673134559,1673168715,11.69,NA,NA,clear sky,01d,800,Clear,40,NA,2.88
Shenzhen,100,2023-01-09,15.34,1673244000,21.47,68,1018,NA,NA,NA,1673219126,1673258120,21.49,NA,NA,overcast clouds,04d,804,Clouds,314,0,1.1
Shanghai,0,2023-01-09,6.46,1673244000,15.37,52,1023,NA,NA,NA,1673218421,1673255265,16.32,NA,8000,haze,50d,721,Haze,30,0,5
Guangzhou,100,2023-01-09,14.99,1673244000,17.04,88,1020,0.44,NA,NA,1673219385,1673258243,16.99,NA,NA,light rain,10d,500,Rain,1,NA,3.31
Beijing,0,2023-01-09,-10.61,1673244000,5.89,23,1033,NA,NA,NA,1673220951,1673255172,7.96,NA,NA,clear sky,01d,800,Clear,195,NA,3.28
Shenzhen,100,2023-01-10,17.14,1673330400,18.13,96,1012,0.76,NA,NA,1673305535,1673344560,17.79,NA,NA,light rain,10d,500,Rain,27,0,2.2
Shanghai,0,2023-01-10,1.81,1673330400,10.14,51,1025,NA,NA,NA,1673304821,1673341714,11.59,NA,10000,clear sky,01d,800,Clear,30,0,3
Guangzhou,100,2023-01-10,15.43,1673330400,17.88,86,1019,NA,NA,NA,1673305792,1673344685,17.8,NA,NA,overcast clouds,04d,804,Clouds,20,NA,3.06
Beijing,0,2023-01-10,-9.5,1673330400,2.15,32,1026,NA,NA,NA,1673307341,1673341632,4.6,NA,NA,clear sky,01d,800,Clear,195,NA,2.83
Shenzhen,100,2023-01-11,16.95,1673416800,18.55,92,1010,NA,NA,NA,1673391942,1673431002,18.27,NA,NA,overcast clouds,04d,804,Clouds,62,0,4.2
Shanghai,75,2023-01-11,8.97,1673416800,15.06,64,1021,NA,NA,NA,1673391220,1673428164,15.76,NA,9999,broken clouds,04d,803,Clouds,140,0,4
Guangzhou,100,2023-01-11,15.77,1673416800,19.58,79,1017,NA,NA,NA,1673392199,1673431126,19.51,NA,NA,overcast clouds,04d,804,Clouds,31,NA,2.09
Beijing,87,2023-01-11,-7.65,1673416800,1.71,41,1020,NA,NA,NA,1673393729,1673428092,3.39,NA,NA,overcast clouds,04d,804,Clouds,148,NA,1.81
Shenzhen,78,2023-01-12,20.58,1673503200,22.94,90,1006,NA,NA,NA,1673478347,1673517443,22.3,NA,NA,broken clouds,04d,803,Clouds,67,0,4.9
Shanghai,40,2023-01-12,13.96,1673503200,18.33,75,1012,NA,NA,NA,1673477617,1673514614,18.47,NA,9999,scattered clouds,03d,802,Clouds,110,0,5
Guangzhou,100,2023-01-12,18.48,1673503200,21.49,85,1013,0.28,NA,NA,1673478604,1673517569,21.1,NA,NA,light rain,10d,500,Rain,124,NA,2.34
Beijing,100,2023-01-12,-5.45,1673503200,-0.81,58,1014,NA,NA,0.15,1673480115,1673514553,1.2,NA,NA,light snow,13d,600,Snow,3,NA,1.8
Shenzhen,97,2023-01-13,22.08,1673589600,23.59,96,1003,0.38,NA,NA,1673564752,1673603885,22.75,NA,NA,light rain,10d,500,Rain,137,0,2.7
Shanghai,75,2023-01-13,15.99,1673589600,17.99,89,1005,1.9,NA,NA,1673564012,1673601065,17.83,NA,7000,moderate rain,10d,501,Rain,60,3,2
Guangzhou,39,2023-01-13,21.24,1673589600,25.36,81,1009,0.17,NA,NA,1673565008,1673604011,24.72,NA,NA,light rain,10d,500,Rain,184,NA,4.09
Beijing,100,2023-01-13,0.49,1673589600,2.05,73,1019,NA,NA,NA,1673566499,1673601016,4.92,NA,NA,overcast clouds,04d,804,Clouds,38,NA,3.53
Shenzhen,38,2023-01-14,21.97,1673676000,26.55,76,1008,NA,NA,NA,1673651155,1673690327,26.55,NA,NA,scattered clouds,03d,802,Clouds,256,0,6.1
Shanghai,75,2023-01-14,5.96,1673676000,5.66,79,1010,0.65,NA,NA,1673650406,1673687516,9.41,NA,8000,light rain,10d,500,Rain,360,0,9
Guangzhou,41,2023-01-14,20.3,1673676000,29.47,64,1007,NA,NA,NA,1673651410,1673690453,27.73,NA,NA,scattered clouds,03d,802,Clouds,302,NA,1.16
Beijing,0,2023-01-14,-15.77,1673676000,-8.6,32,1035,NA,NA,NA,1673652881,1673687479,-2.88,NA,NA,clear sky,01d,800,Clear,357,NA,5.13
Shenzhen,100,2023-01-15,11.67,1673762400,17.01,69,1014,NA,NA,NA,1673737557,1673776769,17.41,NA,NA,overcast clouds,04d,804,Clouds,1,0,5.6
Shanghai,75,2023-01-15,-2.47,1673762400,-5.78,79,1018,NA,NA,0.13,1673736798,1673773968,0.42,NA,6000,light snow,13d,600,Snow,320,0,8
Guangzhou,100,2023-01-15,8.38,1673762400,13.67,67,1017,NA,NA,NA,1673737812,1673776896,14.42,NA,NA,overcast clouds,04d,804,Clouds,12,NA,6.86
Beijing,0,2023-01-15,-15.46,1673762400,-4.82,28,1029,NA,NA,NA,1673739260,1673773944,-0.94,NA,NA,clear sky,01d,800,Clear,298,NA,3.21
Shenzhen,98,2023-01-16,4.24,1673848800,10.04,62,1021,NA,NA,NA,1673823957,1673863212,11.24,NA,NA,overcast clouds,04d,804,Clouds,343,0,4.9
Shanghai,20,2023-01-16,-8.19,1673848800,-1.54,40,1029,NA,NA,NA,1673823188,1673860421,3.08,NA,9999,few clouds,02d,801,Clouds,350,0,6
Guangzhou,100,2023-01-16,2.89,1673848800,7.25,62,1023,NA,NA,NA,1673824211,1673863339,9.82,NA,NA,overcast clouds,04d,804,Clouds,5,NA,5.32
Beijing,0,2023-01-16,-14.19,1673848800,-2.99,29,1027,NA,NA,NA,1673825638,1673860409,0.06,NA,NA,clear sky,01d,800,Clear,191,NA,2.54
Shenzhen,74,2023-01-17,6.23,1673935200,11.88,64,1022,NA,NA,NA,1673910356,1673949654,12.87,NA,NA,broken clouds,04d,803,Clouds,351,0,3.4
Shanghai,0,2023-01-17,-8.44,1673935200,2.49,33,1027,NA,NA,NA,1673909577,1673946873,5.51,NA,10000,clear sky,01d,800,Clear,330,0,4
Guangzhou,100,2023-01-17,3.41,1673935200,7.5,64,1024,NA,NA,NA,1673910610,1673949782,9.89,NA,NA,overcast clouds,04d,804,Clouds,357,NA,4.87
Beijing,0,2023-01-17,-12.78,1673935200,0.09,27,1028,NA,NA,NA,1673912013,1673946875,2.85,NA,NA,clear sky,01d,800,Clear,322,NA,2.8
Shenzhen,2,2023-01-18,4.82,1674021600,16.08,44,1022,NA,NA,NA,1673996754,1674036096,17.16,NA,NA,clear sky,01d,800,Clear,312,0,2.6
Shanghai,0,2023-01-18,-3.49,1674021600,4.08,45,1027,NA,NA,NA,1673995964,1674033327,7.19,NA,10000,clear sky,01d,800,Clear,280,0,5
Guangzhou,2,2023-01-18,4.18,1674021600,13.92,48,1024,NA,NA,NA,1673997007,1674036225,15.1,NA,NA,clear sky,01d,800,Clear,8,NA,3.95
Beijing,0,2023-01-18,-11.35,1674021600,0.41,29,1021,NA,NA,NA,1673998386,1674033342,3.66,NA,NA,clear sky,01d,800,Clear,210,NA,3.69
Shenzhen,0,2023-01-19,7.95,1674108000,18.79,47,1020,NA,NA,NA,1674083151,1674122539,19.55,NA,NA,clear sky,01d,800,Clear,256,0,3.2
Shanghai,0,2023-01-19,-4.54,1674108000,8.21,36,1025,NA,NA,NA,1674082349,1674119780,9.16,NA,10000,clear sky,01d,800,Clear,0,0,2
Guangzhou,8,2023-01-19,6.5,1674108000,17.76,45,1022,NA,NA,NA,1674083403,1674122668,18.66,NA,NA,clear sky,01d,800,Clear,359,NA,3.31
Beijing,9,2023-01-19,-14.2,1674108000,-1.21,23,1022,NA,NA,NA,1674084757,1674119810,3.28,NA,NA,clear sky,01d,800,Clear,326,NA,5.82
Shenzhen,100,2023-01-20,8.07,1674194400,17.92,50,1020,NA,NA,NA,1674169546,1674208981,18.69,NA,NA,overcast clouds,04d,804,Clouds,356,0,2.9
Shanghai,20,2023-01-20,-0.19,1674194400,7.62,50,1029,NA,NA,NA,1674168733,1674206234,9.69,NA,9999,few clouds,02d,801,Clouds,40,0,4
Guangzhou,9,2023-01-20,7.73,1674194400,18.88,46,1021,NA,NA,NA,1674169797,1674209112,19.66,NA,NA,clear sky,01d,800,Clear,40,NA,3.03
Beijing,0,2023-01-20,-19.18,1674194400,-4.63,20,1032,NA,NA,NA,1674171127,1674206279,-1.09,NA,NA,clear sky,01d,800,Clear,199,NA,2.81
Shenzhen,56,2023-01-21,12.34,1674280800,18.72,65,1018,NA,NA,NA,1674255940,1674295424,19.06,NA,NA,broken clouds,04d,803,Clouds,14,0,4.6
Shanghai,0,2023-01-21,-1.02,1674280800,8.49,45,1024,NA,NA,NA,1674255115,1674292688,10.24,NA,10000,clear sky,01d,800,Clear,130,0,5
Guangzhou,55,2023-01-21,12.69,1674280800,21.55,56,1017,NA,NA,NA,1674256190,1674295555,21.85,NA,NA,broken clouds,04d,803,Clouds,128,NA,2.8
Beijing,0,2023-01-21,-13.76,1674280800,-0.57,28,1023,NA,NA,NA,1674257494,1674292748,1.09,NA,NA,clear sky,01d,800,Clear,117,NA,1.54
Shenzhen,39,2023-01-22,16.06,1674367200,22.79,66,1015,NA,NA,NA,1674342332,1674381866,22.74,NA,NA,scattered clouds,03d,802,Clouds,242,0,3.7
Shanghai,100,2023-01-22,4.89,1674367200,6.63,76,1011,1.27,NA,NA,1674341496,1674379143,8.88,NA,5000,moderate rain,10d,501,Rain,310,0,4
Guangzhou,76,2023-01-22,16.66,1674367200,24.53,62,1015,NA,NA,NA,1674342582,1674381998,24.41,NA,NA,broken clouds,04d,803,Clouds,239,NA,0.56
Beijing,3,2023-01-22,-11.67,1674367200,1.93,28,1024,NA,NA,NA,1674343859,1674379217,3.75,NA,NA,clear sky,01d,800,Clear,103,NA,1.98
Shenzhen,30,2023-01-23,17.89,1674453600,23.7,71,1014,NA,NA,NA,1674428723,1674468308,23.45,NA,NA,scattered clouds,03d,802,Clouds,259,0,5.7
Shanghai,100,2023-01-23,3.87,1674453600,4.88,76,1016,1.02,NA,NA,1674427875,1674465597,7.83,NA,9999,moderate rain,10d,501,Rain,30,0,5
Guangzhou,41,2023-01-23,14.88,1674453600,20.94,68,1015,NA,NA,NA,1674428973,1674468441,21.01,NA,NA,scattered clouds,03d,802,Clouds,346,NA,2.32
Beijing,0,2023-01-23,-17.4,1674453600,-11.93,34,1038,NA,NA,NA,1674430223,1674465687,-5.38,NA,NA,clear sky,01d,800,Clear,345,NA,5.43
Shenzhen,1,2023-01-24,4.01,1674540000,15.85,42,1024,NA,NA,NA,1674515113,1674554750,17,NA,NA,clear sky,01d,800,Clear,354,0,9
Shanghai,0,2023-01-24,-12.97,1674540000,-6.71,32,1036,NA,NA,NA,1674514252,1674552052,0.24,NA,10000,clear sky,01d,800,Clear,330,15,10
Guangzhou,0,2023-01-24,3.07,1674540000,13.96,44,1026,NA,NA,NA,1674515362,1674554884,15.23,NA,NA,clear sky,01d,800,Clear,15,NA,8.63
Beijing,0,2023-01-24,-24.02,1674540000,-10.57,19,1040,NA,NA,NA,1674516584,1674552158,-6.05,NA,NA,clear sky,01d,800,Clear,282,NA,2.82
Shenzhen,14,2023-01-25,1.31,1674626400,12.94,41,1021,NA,NA,NA,1674601502,1674641192,14.38,NA,NA,few clouds,02d,801,Clouds,353,0,3.6
Shanghai,0,2023-01-25,-10.58,1674626400,-1.59,36,1028,NA,NA,NA,1674600628,1674638507,1.59,NA,10000,clear sky,01d,800,Clear,210,0,3
Guangzhou,89,2023-01-25,-0.27,1674626400,10.96,41,1023,NA,NA,NA,1674601749,1674641327,12.58,NA,NA,overcast clouds,04d,804,Clouds,31,NA,2.92
Beijing,41,2023-01-25,-21.08,1674626400,-10.52,25,1022,NA,NA,NA,1674602943,1674638629,-5.89,NA,NA,scattered clouds,03d,802,Clouds,188,NA,2.95
Shenzhen,38,2023-01-26,10.05,1674712800,18.44,56,1016,NA,NA,NA,1674687889,1674727634,19.02,NA,NA,scattered clouds,03d,802,Clouds,351,0,4.7
Shanghai,0,2023-01-26,-4.46,1674712800,6.21,39,1022,NA,NA,NA,1674687002,1674724962,8.08,NA,10000,clear sky,01d,800,Clear,320,0,3
Guangzhou,37,2023-01-26,8.27,1674712800,16.62,55,1018,NA,NA,NA,1674688136,1674727769,17.39,NA,NA,scattered clouds,03d,802,Clouds,61,NA,1.84
Beijing,0,2023-01-26,-15.36,1674712800,-4.06,26,1029,NA,NA,NA,1674689301,1674725100,0.08,NA,NA,clear sky,01d,800,Clear,343,NA,3.82
Shenzhen,94,2023-01-27,1.9,1674799200,14.89,38,1022,NA,NA,NA,1674774275,1674814076,16.22,NA,NA,overcast clouds,04d,804,Clouds,347,0,10.4
Shanghai,0,2023-01-27,-9.81,1674799200,-1.97,34,1031,NA,NA,NA,1674773374,1674811417,3.35,NA,10000,clear sky,01d,800,Clear,340,0,8
Guangzhou,99,2023-01-27,3.43,1674799200,11.77,52,1025,NA,NA,NA,1674774521,1674814212,13.05,NA,NA,overcast clouds,04d,804,Clouds,10,NA,7.3
Beijing,0,2023-01-27,-18.65,1674799200,-2.29,17,1032,NA,NA,NA,1674775657,1674811572,1.7,NA,NA,clear sky,01d,800,Clear,309,NA,4.14
Shenzhen,0,2023-01-28,-7.67,1674885600,13.69,18,1022,NA,NA,NA,1674860659,1674900517,15.6,NA,NA,clear sky,01d,800,Clear,20,0,5
Shanghai,0,2023-01-28,-9.15,1674885600,1.17,31,1027,NA,NA,NA,1674859745,1674897872,5.51,NA,10000,clear sky,01d,800,Clear,350,0,7
Guangzhou,0,2023-01-28,-4.35,1674885600,13.81,24,1023,NA,NA,NA,1674860905,1674900654,15.57,NA,NA,clear sky,01d,800,Clear,21,NA,5.1
Beijing,0,2023-01-28,-15.07,1674885600,3.95,18,1023,NA,NA,NA,1674862011,1674898044,5.64,NA,NA,clear sky,01d,800,Clear,259,NA,2.17
Shenzhen,0,2023-01-29,-5.2,1674972000,14.79,21,1022,NA,NA,NA,1674947043,1674986958,16.53,NA,NA,clear sky,01d,800,Clear,258,0,3.1
Shanghai,0,2023-01-29,-4.54,1674972000,6.54,36,1023,NA,NA,NA,1674946115,1674984327,9.16,NA,10000,clear sky,01d,800,Clear,270,0,5
Guangzhou,0,2023-01-29,-3.75,1674972000,14.69,24,1023,NA,NA,NA,1674947287,1674987096,16.37,NA,NA,clear sky,01d,800,Clear,15,NA,3.81
Beijing,0,2023-01-29,-11.32,1674972000,7.77,20,1021,NA,NA,NA,1674948363,1674984516,9.09,NA,NA,clear sky,01d,800,Clear,290,NA,2.46
Shenzhen,0,2023-01-30,1.52,1675058400,18.91,29,1021,NA,NA,NA,1675033425,1675073399,20.09,NA,NA,clear sky,01d,800,Clear,243,0,4.4
Shanghai,0,2023-01-30,-1.12,1675058400,10.98,38,1024,NA,NA,NA,1675032483,1675070781,12.67,NA,10000,clear sky,01d,800,Clear,180,0,3
Guangzhou,0,2023-01-30,2,1675058400,18.95,30,1021,NA,NA,NA,1675033668,1675073537,20.1,NA,NA,clear sky,01d,800,Clear,40,NA,1.88
Beijing,0,2023-01-30,-9.61,1675058400,6.49,26,1016,NA,NA,NA,1675034713,1675070989,7.47,NA,NA,clear sky,01d,800,Clear,108,NA,1.75
Shenzhen,16,2023-01-31,9.48,1675144800,19.94,49,1016,NA,NA,NA,1675119805,1675159840,20.55,NA,NA,few clouds,02d,801,Clouds,246,0,5.2
Shanghai,0,2023-01-31,4.3,1675144800,15.45,44,1015,NA,NA,NA,1675118849,1675157236,16.59,NA,10000,clear sky,01d,800,Clear,222,NA,2.24
Guangzhou,8,2023-01-31,8.7,1675144800,22,41,1016,NA,NA,NA,1675120048,1675159979,22.61,NA,NA,clear sky,01d,800,Clear,139,NA,1.72
Beijing,0,2023-01-31,-10.65,1675144800,11.16,16,1013,NA,NA,NA,1675121062,1675157461,13.35,NA,NA,clear sky,01d,800,Clear,200,NA,1.7
Shenzhen,80,2023-02-01,17.47,1675231200,25.47,62,1014,NA,NA,NA,1675206185,1675246280,25.27,NA,NA,broken clouds,04d,803,Clouds,110,0,3
Shanghai,0,2023-02-01,1.74,1675231200,11.64,46,1019,NA,NA,NA,1675205214,1675243691,13.08,NA,10000,clear sky,01d,800,Clear,40,0,7
Guangzhou,56,2023-02-01,17.07,1675231200,25.55,60,1014,NA,NA,NA,1675206426,1675246420,25.39,NA,NA,broken clouds,04d,803,Clouds,119,NA,0.87
Beijing,0,2023-02-01,-19.1,1675231200,0.5,14,1032,NA,NA,NA,1675207409,1675243934,3.83,NA,NA,clear sky,01d,800,Clear,356,NA,3.87
Shenzhen,8,2023-02-02,15.69,1675317600,24.8,57,1017,NA,NA,NA,1675292563,1675332719,24.78,NA,NA,clear sky,01d,800,Clear,71,0,7
Shanghai,75,2023-02-02,0.63,1675317600,5.14,61,1020,NA,NA,NA,1675291578,1675330145,7.67,NA,9999,broken clouds,04d,803,Clouds,10,0,4
Guangzhou,43,2023-02-02,18.23,1675317600,27.91,59,1016,NA,NA,NA,1675292804,1675332860,26.92,NA,NA,scattered clouds,03d,802,Clouds,135,NA,2.38
Beijing,99,2023-02-02,-17.19,1675317600,-1.91,21,1030,NA,NA,NA,1675293754,1675330407,0.68,NA,NA,overcast clouds,04d,804,Clouds,190,NA,2.21
Shenzhen,53,2023-02-03,14.11,1675404000,22.37,59,1017,NA,NA,NA,1675378940,1675419159,22.52,NA,NA,broken clouds,04d,803,Clouds,269,0,4
Shanghai,20,2023-02-03,-1.39,1675404000,7.47,49,1024,NA,NA,NA,1675377940,1675416600,8.52,NA,9999,few clouds,02d,801,Clouds,330,0,2
Guangzhou,100,2023-02-03,15.26,1675404000,23.16,61,1017,NA,NA,NA,1675379180,1675419301,23.19,NA,NA,overcast clouds,04d,804,Clouds,164,NA,0.79
Beijing,0,2023-02-03,-14.45,1675404000,3.41,20,1022,NA,NA,NA,1675380097,1675416880,4.94,NA,NA,clear sky,01d,800,Clear,168,NA,1.89
Shenzhen,92,2023-02-04,14.75,1675490400,19.23,75,1015,0.19,NA,NA,1675465316,1675505598,19.29,NA,NA,light rain,10d,500,Rain,72,0,3.6
Shanghai,0,2023-02-04,-1.91,1675490400,7.77,43,1024,NA,NA,NA,1675464300,1675503054,9.81,NA,10000,clear sky,01d,800,Clear,90,6,4
Guangzhou,99,2023-02-04,15.13,1675490400,17.91,84,1017,0.47,NA,NA,1675465554,1675505741,17.87,NA,NA,light rain,10d,500,Rain,71,NA,2.95
Beijing,0,2023-02-04,-11.75,1675490400,6.44,20,1024,NA,NA,NA,1675466439,1675503352,8.52,NA,NA,clear sky,01d,800,Clear,192,NA,3.5
Shenzhen,100,2023-02-05,15.41,1675576800,19.17,79,1015,NA,NA,NA,1675551690,1675592037,19.14,NA,NA,overcast clouds,04d,804,Clouds,7,0,2.9
Shanghai,100,2023-02-05,3.55,1675576800,9.01,63,1016,NA,NA,NA,1675550659,1675589508,10.28,NA,9999,overcast clouds,04d,804,Clouds,90,0,5
Guangzhou,100,2023-02-05,15.08,1675576800,17.14,88,1015,0.69,NA,NA,1675551928,1675592180,17.08,NA,NA,light rain,10d,500,Rain,72,NA,2.36
Beijing,19,2023-02-05,-7.23,1675576800,4.41,37,1018,NA,NA,NA,1675552779,1675589825,5.38,NA,NA,few clouds,02d,801,Clouds,111,NA,1.48
Shenzhen,95,2023-02-06,17.85,1675663200,23.21,73,1012,NA,NA,NA,1675638063,1675678475,22.95,NA,NA,overcast clouds,04d,804,Clouds,100,0,3
Shanghai,100,2023-02-06,7.93,1675663200,10.16,82,1011,0.25,NA,NA,1675637017,1675675961,10.88,NA,8000,light rain,10d,500,Rain,40,0,5
Guangzhou,97,2023-02-06,16.82,1675663200,21.38,76,1013,NA,NA,NA,1675638300,1675678620,21.22,NA,NA,overcast clouds,04d,804,Clouds,139,NA,1.62
Beijing,74,2023-02-06,-7.32,1675663200,6.42,31,1023,NA,NA,NA,1675639118,1675676298,7.83,NA,NA,broken clouds,04d,803,Clouds,95,NA,2.29
Shenzhen,93,2023-02-07,18.72,1675749600,25.38,68,1014,NA,NA,NA,1675724435,1675764913,25.04,NA,NA,overcast clouds,04d,804,Clouds,0,0,1
Shanghai,40,2023-02-07,4.6,1675749600,10.95,60,1021,NA,NA,NA,1675723374,1675762415,12.12,NA,9999,scattered clouds,03d,802,Clouds,360,0,4
Guangzhou,100,2023-02-07,18.74,1675749600,24.22,73,1014,NA,NA,NA,1675724671,1675765058,23.87,NA,NA,overcast clouds,04d,804,Clouds,81,NA,1.12
Beijing,0,2023-02-07,-7.16,1675749600,3.02,39,1025,NA,NA,NA,1675725455,1675762771,4.71,NA,NA,clear sky,01d,800,Clear,165,NA,2.01
Shenzhen,82,2023-02-08,16.26,1675836000,21.61,72,1015,NA,NA,NA,1675810806,1675851350,21.52,NA,NA,broken clouds,04d,803,Clouds,90,0,4
Shanghai,0,2023-02-08,2.75,1675836000,7.13,61,1019,NA,NA,NA,1675809729,1675848868,9.91,NA,10000,clear sky,01d,800,Clear,70,0,6
Guangzhou,100,2023-02-08,16.51,1675836000,21.89,72,1015,NA,NA,NA,1675811041,1675851497,21.78,NA,NA,overcast clouds,04d,804,Clouds,150,NA,3.51
Beijing,100,2023-02-08,-9.48,1675836000,5.75,28,1032,NA,NA,NA,1675811791,1675849243,6.56,NA,NA,overcast clouds,04d,804,Clouds,135,NA,1.48
Shenzhen,79,2023-02-09,18.07,1675922400,24.62,68,1014,NA,NA,NA,1675897176,1675937787,24.35,NA,NA,broken clouds,04d,803,Clouds,80,0,4
Shanghai,100,2023-02-09,5.96,1675922400,7.8,79,1013,17.66,NA,NA,1675896083,1675935321,9.41,NA,6000,very heavy rain,10d,503,Rain,100,0,3
Guangzhou,97,2023-02-09,18.51,1675922400,24.18,72,1015,NA,NA,NA,1675897410,1675937935,23.86,NA,NA,overcast clouds,04d,804,Clouds,162,NA,2.81
Beijing,99,2023-02-09,-3.21,1675922400,-1.55,74,1025,NA,NA,0.21,1675898125,1675935716,0.46,NA,NA,light snow,13d,600,Snow,155,NA,1.72
Shenzhen,90,2023-02-10,19.91,1676008800,24.69,77,1013,NA,NA,NA,1675983544,1676024223,24.2,NA,NA,overcast clouds,04d,804,Clouds,100,0,2
